Name,URL,Country,Genre,Status,Photo_URL
A Bloody Chasm,https://www.metal-archives.com/bands/A_Bloody_Chasm/3540501127,United States,Heavy Metal/Grunge,Active,https://www.metal-archives.com/images/3/5/4/0/3540501127_photo.jpg?0740
A Blind Beggar,https://www.metal-archives.com/bands/A_Blind_Beggar/3540484581,Colombia,Metalcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540484581_photo.jpg?2453
A Blind Prophecy,https://www.metal-archives.com/bands/A_Blind_Prophecy/18563,United States,Melodic/Progressive Metal,Split-up,https://www.metal-archives.com/images/1/8/5/6/18563_photo.jpg?3547
A Body Falls,https://www.metal-archives.com/bands/A_Body_Falls/103063,United States,Melodic Death Metal,Split-up,https://www.metal-archives.com/images/1/0/3/0/103063_photo.jpg?3418
A Bloody Epitaph,https://www.metal-archives.com/bands/A_Bloody_Epitaph/111183,United States,Deathcore,Changed name,https://www.metal-archives.com/images/1/1/1/1/111183_photo.jpg
A Break in the Storm,https://www.metal-archives.com/bands/A_Break_in_the_Storm/3540333609,United States,Metalcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540333609_photo.jpg?3209
A Breach of Silence,https://www.metal-archives.com/bands/A_Breach_of_Silence/3540371582,Australia,Melodic Death Metal/Metalcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540371582_photo.jpg?3844
A Bond Between,https://www.metal-archives.com/bands/A_Bond_Between/3540514577,Germany,Melodic Death/Groove Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540514577_photo.jpg?0507
A Breath Before Surfacing,https://www.metal-archives.com/bands/A_Breath_Before_Surfacing/121141,United States,Deathcore,Split-up,https://www.metal-archives.com/images/1/2/1/1/121141_photo.jpg
A Bribe for the Ferryman,https://www.metal-archives.com/bands/A_Bribe_for_the_Ferryman/3540464584,United Kingdom,Thrash/Groove Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540464584_photo.jpg?0459
A Brooding Body,https://www.metal-archives.com/bands/A_Brooding_Body/3540433563,International,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540433563_photo.jpg?2121
A Broken Design,https://www.metal-archives.com/bands/A_Broken_Design/3540512266,Malta,Southern/Stoner Metal/Rock,Active,https://www.metal-archives.com/images/3/5/4/0/3540512266_photo.jpg?3909
A Broken Machine,https://www.metal-archives.com/bands/A_Broken_Machine/3540277800,United States,Metalcore,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540277800_photo.jpg
A Brutal Confession,https://www.metal-archives.com/bands/A_Brutal_Confession/3540255880,United States,Thrash Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540255880_photo.jpg?0436
A Buried Existence,https://www.metal-archives.com/bands/A_Buried_Existence/3540271763,Italy,Technical Death Metal/Metalcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540271763_photo.jpg?1124
A Burial at Sea,https://www.metal-archives.com/bands/A_Burial_at_Sea/3540283438,Norway,Melodic Death Metal/Metalcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540283438_photo.jpg?1558
A Burning Rose,https://www.metal-archives.com/bands/A_Burning_Rose/3540518438,Puerto Rico,Melodic Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540518438_photo.jpg?5109
A Call to Arms,https://www.metal-archives.com/bands/A_Call_to_Arms/3540343089,United States,Thrash/Speed Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540343089_photo.jpg?1924
A Canorous Quintet,https://www.metal-archives.com/bands/A_Canorous_Quintet/2296,Sweden,Melodic Death Metal,Active,https://www.metal-archives.com/images/2/2/9/6/2296_photo.jpg?0957
A Caress of Twilight,https://www.metal-archives.com/bands/A_Caress_of_Twilight/3540323071,Poland,Black Metal/Ambient,Active,https://www.metal-archives.com/images/3/5/4/0/3540323071_photo.gif?1528
A City Screams in Terror,https://www.metal-archives.com/bands/A_City_Screams_in_Terror/3540500228,United States,Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540500228_photo.jpg?4820
A Chance at Life,https://www.metal-archives.com/bands/A_Chance_at_Life/3540546659,Russia,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540546659_photo.jpg?5513
A Circle of Crows,https://www.metal-archives.com/bands/A_Circle_of_Crows/3540461610,United States,Melodic Black/Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540461610_photo.jpg?0149
A Clockwork Opera,https://www.metal-archives.com/bands/A_Clockwork_Opera/3540416412,United Kingdom,Symphonic Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540416412_photo.jpg?2356
A Cloud Forest,https://www.metal-archives.com/bands/A_Cloud_Forest/3540310981,United States,Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540310981_photo.jpg?3416
A Cold Dead Body,https://www.metal-archives.com/bands/A_Cold_Dead_Body/3540323179,Italy,Progressive Sludge Metal/Post-Hardcore,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540323179_photo.jpg?4259
A Cold Reality,https://www.metal-archives.com/bands/A_Cold_Reality/30959,United States,Thrash/Death Metal,Split-up,https://www.metal-archives.com/images/3/0/9/5/30959_photo.JPG
A Cold Demise,https://www.metal-archives.com/bands/A_Cold_Demise/3540302940,Morocco,Black Metal/Ambient,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540302940_photo.jpg
A Cold Sun,https://www.metal-archives.com/bands/A_Cold_Sun/3540437404,Italy,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540437404_photo.jpg?3956
A Collection of Cyclops Skulls,https://www.metal-archives.com/bands/A_Collection_of_Cyclops_Skulls/3540432705,United States,Doom/Sludge Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540432705_photo.jpg?2141
A Colour Cold Black,https://www.metal-archives.com/bands/A_Colour_Cold_Black/80228,Germany,Thrash/Doom/Death Metal (early); Thrash/Alternative/Industrial Metal (later),Split-up,https://www.metal-archives.com/images/8/0/2/2/80228_photo.jpg?5026
A Concrete Lifeline,https://www.metal-archives.com/bands/A_Concrete_Lifeline/3540474136,Canada,Heavy Metal/Hard Rock,Active,https://www.metal-archives.com/images/3/5/4/0/3540474136_photo.jpg?5132
A Comfortable Way to Rot,https://www.metal-archives.com/bands/A_Comfortable_Way_to_Rot/3540442261,New Zealand,Progressive Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540442261_photo.jpg?1849
A Congregation of Horns,https://www.metal-archives.com/bands/A_Congregation_of_Horns/3540445071,United Kingdom,Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540445071_photo.jpeg?4810
A Constant Battle,https://www.metal-archives.com/bands/A_Constant_Battle/3540414888,United States,Thrash/Progressive Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540414888_photo.jpg?0408
A Constant Knowledge of Death,https://www.metal-archives.com/bands/A_Constant_Knowledge_of_Death/3540510172,United States,Progressive Sludge/Post-Metal/Hardcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540510172_photo.jpg?2700
A Cosmic Trail,https://www.metal-archives.com/bands/A_Cosmic_Trail/3540309339,Germany,Progressive Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540309339_photo.jpg?5504
A Constant Storm,https://www.metal-archives.com/bands/A_Constant_Storm/3540396812,Portugal,"Melodic Death/Black Metal, Gothic Metal/Rock",Active,https://www.metal-archives.com/images/3/5/4/0/3540396812_photo.jpeg?4728
